Adiac,TARNet,1,0.45569620253164556
Adiac,TARNet,2,0.34615384615384615
Adiac,TARNet,3,0.28205128205128205
Adiac,TARNet,4,0.3076923076923077
Adiac,TARNet,5,0.3717948717948718
Adiac,TARNet,6,0.3717948717948718
Adiac,TARNet,7,0.3333333333333333
Adiac,TARNet,8,0.21794871794871795
Adiac,TARNet,9,0.3076923076923077
Adiac,TARNet,10,0.3717948717948718
ArrowHead,TARNet,1,0.6363636363636364
ArrowHead,TARNet,2,0.47619047619047616
ArrowHead,TARNet,3,0.42857142857142855
ArrowHead,TARNet,4,0.5714285714285714
ArrowHead,TARNet,5,0.6190476190476191
ArrowHead,TARNet,6,0.5714285714285714
ArrowHead,TARNet,7,0.6666666666666666
ArrowHead,TARNet,8,0.5238095238095238
ArrowHead,TARNet,9,0.42857142857142855
ArrowHead,TARNet,10,0.7142857142857143
Chinatown,TARNet,1,0.9459459459459459
Chinatown,TARNet,2,0.918918918918919
Chinatown,TARNet,3,0.8918918918918919
Chinatown,TARNet,4,0.9166666666666666
Chinatown,TARNet,5,0.9166666666666666
Chinatown,TARNet,6,0.9444444444444444
Chinatown,TARNet,7,0.9722222222222222
Chinatown,TARNet,8,0.9444444444444444
Chinatown,TARNet,9,0.9444444444444444
Chinatown,TARNet,10,0.9444444444444444
ChlorineConcentration,TARNet,1,0.605568445475638
ChlorineConcentration,TARNet,2,0.5939675174013921
ChlorineConcentration,TARNet,3,0.6078886310904872
ChlorineConcentration,TARNet,4,0.5406032482598608
ChlorineConcentration,TARNet,5,0.568445475638051
ChlorineConcentration,TARNet,6,0.6009280742459396
ChlorineConcentration,TARNet,7,0.5823665893271461
ChlorineConcentration,TARNet,8,0.5953488372093023
ChlorineConcentration,TARNet,9,0.5906976744186047
ChlorineConcentration,TARNet,10,0.5953488372093023
DiatomSizeReduction,TARNet,1,0.8181818181818182
DiatomSizeReduction,TARNet,2,0.7575757575757576
DiatomSizeReduction,TARNet,3,0.59375
DiatomSizeReduction,TARNet,4,0.875
DiatomSizeReduction,TARNet,5,0.8125
DiatomSizeReduction,TARNet,6,0.84375
DiatomSizeReduction,TARNet,7,0.75
DiatomSizeReduction,TARNet,8,0.71875
DiatomSizeReduction,TARNet,9,0.65625
DiatomSizeReduction,TARNet,10,0.75
Earthquakes,TARNet,1,0.851063829787234
Earthquakes,TARNet,2,0.8043478260869565
Earthquakes,TARNet,3,0.7608695652173914
Earthquakes,TARNet,4,0.8043478260869565
Earthquakes,TARNet,5,0.8043478260869565
Earthquakes,TARNet,6,0.8478260869565217
Earthquakes,TARNet,7,0.8043478260869565
Earthquakes,TARNet,8,0.8260869565217391
Earthquakes,TARNet,9,0.782608695652174
Earthquakes,TARNet,10,0.782608695652174
ECG200,TARNet,1,0.8
ECG200,TARNet,2,0.75
ECG200,TARNet,3,0.7
ECG200,TARNet,4,0.7
ECG200,TARNet,5,0.7
ECG200,TARNet,6,0.7
ECG200,TARNet,7,0.85
ECG200,TARNet,8,0.75
ECG200,TARNet,9,0.75
ECG200,TARNet,10,0.85
ECG5000,TARNet,1,0.946
ECG5000,TARNet,2,0.948
ECG5000,TARNet,3,0.936
ECG5000,TARNet,4,0.928
ECG5000,TARNet,5,0.94
ECG5000,TARNet,6,0.916
ECG5000,TARNet,7,0.92
ECG5000,TARNet,8,0.94
ECG5000,TARNet,9,0.934
ECG5000,TARNet,10,0.954
ECGFiveDays,TARNet,1,0.8651685393258427
ECGFiveDays,TARNet,2,0.8764044943820225
ECGFiveDays,TARNet,3,0.9325842696629213
ECGFiveDays,TARNet,4,0.898876404494382
ECGFiveDays,TARNet,5,0.8977272727272727
ECGFiveDays,TARNet,6,0.875
ECGFiveDays,TARNet,7,0.9090909090909091
ECGFiveDays,TARNet,8,0.9431818181818182
ECGFiveDays,TARNet,9,0.8977272727272727
ECGFiveDays,TARNet,10,0.8863636363636364
FaceAll,TARNet,1,0.7466666666666667
FaceAll,TARNet,2,0.7466666666666667
FaceAll,TARNet,3,0.7155555555555555
FaceAll,TARNet,4,0.7244444444444444
FaceAll,TARNet,5,0.6844444444444444
FaceAll,TARNet,6,0.7555555555555555
FaceAll,TARNet,7,0.7422222222222222
FaceAll,TARNet,8,0.72
FaceAll,TARNet,9,0.7022222222222222
FaceAll,TARNet,10,0.6666666666666666
FiftyWords,TARNet,1,0.3076923076923077
FiftyWords,TARNet,2,0.42857142857142855
FiftyWords,TARNet,3,0.34065934065934067
FiftyWords,TARNet,4,0.25274725274725274
FiftyWords,TARNet,5,0.31868131868131866
FiftyWords,TARNet,6,0.32222222222222224
FiftyWords,TARNet,7,0.34444444444444444
FiftyWords,TARNet,8,0.34444444444444444
FiftyWords,TARNet,9,0.28888888888888886
FiftyWords,TARNet,10,0.3333333333333333
FordA,TARNet,1,0.6896551724137931
FordA,TARNet,2,0.6707317073170732
FordA,TARNet,3,0.676829268292683
FordA,TARNet,4,0.717479674796748
FordA,TARNet,5,0.717479674796748
FordA,TARNet,6,0.7154471544715447
FordA,TARNet,7,0.6300813008130082
FordA,TARNet,8,0.6829268292682927
FordA,TARNet,9,0.6890243902439024
FordA,TARNet,10,0.6707317073170732
FordB,TARNet,1,0.6921348314606741
FordB,TARNet,2,0.698876404494382
FordB,TARNet,3,0.6853932584269663
FordB,TARNet,4,0.6876404494382022
FordB,TARNet,5,0.6674157303370787
FordB,TARNet,6,0.6651685393258427
FordB,TARNet,7,0.6441441441441441
FordB,TARNet,8,0.6959459459459459
FordB,TARNet,9,0.668918918918919
FordB,TARNet,10,0.6846846846846847
ItalyPowerDemand,TARNet,1,0.8545454545454545
ItalyPowerDemand,TARNet,2,0.7909090909090909
ItalyPowerDemand,TARNet,3,0.7818181818181819
ItalyPowerDemand,TARNet,4,0.7909090909090909
ItalyPowerDemand,TARNet,5,0.8181818181818182
ItalyPowerDemand,TARNet,6,0.7181818181818181
ItalyPowerDemand,TARNet,7,0.7889908256880734
ItalyPowerDemand,TARNet,8,0.7431192660550459
ItalyPowerDemand,TARNet,9,0.7706422018348624
ItalyPowerDemand,TARNet,10,0.7981651376146789
MedicalImages,TARNet,1,0.6434782608695652
MedicalImages,TARNet,2,0.6666666666666666
MedicalImages,TARNet,3,0.6403508771929824
MedicalImages,TARNet,4,0.5789473684210527
MedicalImages,TARNet,5,0.6403508771929824
MedicalImages,TARNet,6,0.6842105263157895
MedicalImages,TARNet,7,0.7017543859649122
MedicalImages,TARNet,8,0.5701754385964912
MedicalImages,TARNet,9,0.6929824561403509
MedicalImages,TARNet,10,0.6578947368421053
MelbournePedestrian,TARNet,1,0.4340659340659341
MelbournePedestrian,TARNet,2,0.45879120879120877
MelbournePedestrian,TARNet,3,0.3791208791208791
