ArrowHead,TARNet,1,0.7727272727272727
ArrowHead,TARNet,2,0.7142857142857143
ArrowHead,TARNet,3,0.8571428571428571
ArrowHead,TARNet,4,0.9047619047619048
ArrowHead,TARNet,5,0.6666666666666666
ArrowHead,TARNet,6,0.8095238095238095
ArrowHead,TARNet,7,0.7619047619047619
ArrowHead,TARNet,8,0.8095238095238095
ArrowHead,TARNet,9,0.7619047619047619
ArrowHead,TARNet,10,0.8095238095238095
Chinatown,TARNet,1,0.7567567567567568
Chinatown,TARNet,2,0.972972972972973
Chinatown,TARNet,3,0.972972972972973
Chinatown,TARNet,4,1.0
Chinatown,TARNet,5,1.0
Chinatown,TARNet,6,1.0
Chinatown,TARNet,7,0.9722222222222222
Chinatown,TARNet,8,0.9444444444444444
Chinatown,TARNet,9,0.9722222222222222
Chinatown,TARNet,10,1.0
ItalyPowerDemand,TARNet,1,0.9727272727272728
ItalyPowerDemand,TARNet,2,0.9818181818181818
ItalyPowerDemand,TARNet,3,0.9818181818181818
ItalyPowerDemand,TARNet,4,0.9454545454545454
ItalyPowerDemand,TARNet,5,0.9454545454545454
ItalyPowerDemand,TARNet,6,0.9363636363636364
ItalyPowerDemand,TARNet,7,0.926605504587156
ItalyPowerDemand,TARNet,8,0.9541284403669725
ItalyPowerDemand,TARNet,9,0.963302752293578
ItalyPowerDemand,TARNet,10,0.9724770642201835
Plane,TARNet,1,1.0
Plane,TARNet,2,1.0
Plane,TARNet,3,1.0
Plane,TARNet,4,1.0
Plane,TARNet,5,1.0
Plane,TARNet,6,1.0
Plane,TARNet,7,1.0
Plane,TARNet,8,0.8095238095238095
Plane,TARNet,9,1.0
Plane,TARNet,10,1.0
