ArrowHead,TARNet,1,0.8636363636363636
ArrowHead,TARNet,2,0.6190476190476191
ArrowHead,TARNet,3,0.8571428571428571
ArrowHead,TARNet,4,0.6666666666666666
ArrowHead,TARNet,5,0.6666666666666666
ArrowHead,TARNet,6,0.8095238095238095
ArrowHead,TARNet,7,0.8571428571428571
ArrowHead,TARNet,8,0.6666666666666666
ArrowHead,TARNet,9,0.6190476190476191
ArrowHead,TARNet,10,0.6190476190476191
Chinatown,TARNet,1,0.9459459459459459
Chinatown,TARNet,2,0.972972972972973
Chinatown,TARNet,3,0.972972972972973
Chinatown,TARNet,4,0.9722222222222222
Chinatown,TARNet,5,0.9166666666666666
Chinatown,TARNet,6,1.0
Chinatown,TARNet,7,1.0
Chinatown,TARNet,8,0.9722222222222222
Chinatown,TARNet,9,0.9444444444444444
Chinatown,TARNet,10,0.9722222222222222
ItalyPowerDemand,TARNet,1,0.9545454545454546
ItalyPowerDemand,TARNet,2,0.9363636363636364
ItalyPowerDemand,TARNet,3,0.9818181818181818
ItalyPowerDemand,TARNet,4,0.9272727272727272
ItalyPowerDemand,TARNet,5,0.9090909090909091
ItalyPowerDemand,TARNet,6,0.9181818181818182
ItalyPowerDemand,TARNet,7,0.9174311926605505
ItalyPowerDemand,TARNet,8,0.926605504587156
ItalyPowerDemand,TARNet,9,0.908256880733945
ItalyPowerDemand,TARNet,10,0.944954128440367
Plane,TARNet,1,0.9523809523809523
Plane,TARNet,2,0.9523809523809523
Plane,TARNet,3,0.9523809523809523
Plane,TARNet,4,1.0
Plane,TARNet,5,0.9523809523809523
Plane,TARNet,6,1.0
Plane,TARNet,7,0.9047619047619048
Plane,TARNet,8,1.0
Plane,TARNet,9,0.9523809523809523
Plane,TARNet,10,1.0
